Company_Name, Price ,Year,year1,Equity Share Capital,Total Share Capital,Revaluation Reserve,Reserves and Surplus,Total Reserves and Surplus,Total ShareHolders Funds,Deposits,Borrowings,Other Liabilities and Provisions,Total Capital and Liabilities,Cash and Balances with Reserve Bank of India,Balances with Banks Money at Call and Short Notice,Investments,Advances,Fixed Assets,Other Assets,Total Assets,Number of Branches,Number of Employees,Capital Adequacy Ratios (%),Tier 1 (%),Tier 2 (%),Gross NPA,Gross NPA (%),Net NPA,Net NPA (%),Net NPA To Advances (%),Bills for Collection,Contingent Liabilities,Interest  Discount on Advances  Bills,Income from Investments,Interest on Balance with RBI and Other Inter-Bank funds,Others,Total Interest Earned,Other Income,Total Income,Interest Expended,Payments to and Provisions for Employees,Depreciation,Operating Expenses (excludes Employee Cost & Depreciation),Total Operating Expenses,Provision Towards Income Tax,Other Provisions and Contingencies,Total Provisions and Contingencies,Total Expenditure,Net Profit  Loss for The Year,Net Profit  Loss After EI & Prior Year Items,Total Profit  Loss available for Appropriations,Transfer To  From Statutory Reserve,Transfer To  From Capital Reserve,Transfer To  From Revenue And Other Reserves,Equity Share Dividend,Tax On Dividend,Balance Carried Over To Balance Sheet,Total Appropriations,Basic EPS (Rs.),Diluted EPS (Rs.)
Balance Sheet of Oriental Bank of Commerce,320.95,16-Mar,2016,321.4,321.4,1507.27,13112.48,14619.75,14941.14,208914.82,7897.42,5488.17,237541.54,9432.88,529.55,65657.84,148879.99,2271.9,10769.39,237541.54,2351,21469,12,9,3,14701.78,10,9932.15,7,7,10299.54,30363.24,18977.71,6473.85,95.3,341.03,25887.9,1938.79,27826.68,18822.27,4465.67,239.43,1656.36,6361.47,-1251,5011.61,3760.61,28944.35,-1117.67,-1418.19,-2440.96,0,0,0,0,0,-2533.56,-2440.96,-8.55,-8.55
Balance Sheet of Oriental Bank of Commerce,99.25,15-Mar,2015,299.85,299.85,621.9,12857.6,13479.5,13779.35,204009.7,6545.02,6179.52,230513.58,10188.38,587.42,68440.45,145261.3,1352.53,4683.49,230513.58,2251,20200,11,9,3,7666.22,5,4816.24,3,3,23230.64,37872.37,19517.28,6707.06,31.46,152.98,26408.78,1894.23,28303.01,19161.71,3824.94,229.24,1528,5582.18,284,2668.67,2952.67,27696.56,606.45,606.45,606.45,151.61,0,20.19,82.91,16.88,281.03,606.45,4.27,4.27
Balance Sheet of Oriental Bank of Commerce,99.25,14-Mar,2014,299.85,299.85,651.32,12479.51,13130.82,13430.67,193488.96,7863.61,5519.26,220302.5,9981.15,4287.77,61472.23,139079.84,1255.58,4225.94,220302.5,2126,19550,12,9,3,5617.86,4,3904.42,3,3,25877.38,53669.77,18619.99,5763.85,32.84,10.87,24427.55,1922.58,26350.13,17933.16,3537.01,208.55,1433.38,5178.94,268,4232.87,4500.87,27612.97,-1262.84,-1262.84,-1261.26,0,0,0,0,0,-1303.8,-1261.26,-11.1,-11.1
Balance Sheet of Union Bank of India,92,18-Mar,2018,1168.57,1168.57,0,23928.2,23928.2,25096.77,408501.64,45680.77,8126.82,487406,21016.47,28424.73,123780.12,288760.58,3833.33,21590.76,487406,4297,37587,12,9,2,33712,16,24326,8,8,18427.09,241572.92,22772.98,8779.97,1139.37,55.69,32748,4989.87,37737.87,23443.34,3255.23,362.71,3137.01,6754.96,0,12786.94,12786.94,42985.24,-5247.37,-5247.37,-5247.37,0,111.17,0,0,0,-5358.54,-5247.37,-69.45,-69.45
Balance Sheet of Union Bank of India,144.55,17-Mar,2017,687.44,687.44,0,22747.76,22747.76,23435.2,378391.58,41225.87,9110.79,452704.44,16520.45,16302.05,112148.96,286466.58,3894.42,17371.99,452704.44,4282,36877,12,9,3,33712.28,11,18833,7,7,16119.4,231600.86,22943.1,8695.1,880.54,141.25,32659.98,4964.6,37624.58,23756.64,3434.2,236.04,2767.6,6437.84,-207.99,7082.87,6874.88,37069.37,555.21,555.21,555.22,138.75,231.47,0,0,0,0,555.22,8.08,8.08
Balance Sheet of Union Bank of India,230.3,16-Mar,2016,687.44,687.44,2581.24,19622.53,22203.77,22891.21,342720.01,30957.35,8127.33,404695.9,15604.72,13671.5,89208.35,267354,3939.87,14917.46,404695.9,4200,35473,11,8,2,24170.89,9,14025.94,5,5,42490.45,366256.29,23658.06,7535.15,816.14,189.46,32198.8,3631.74,35830.54,23885.7,3699.29,244.11,2358.81,6302.22,413.78,3877.24,4291.02,34478.93,1351.6,1351.6,1352.02,405.5,44.85,548.17,134.05,27.45,0,1352.02,20.42,20.42
Balance Sheet of Union Bank of India,92,15-Mar,2015,635.78,635.78,1424.71,17700.4,19125.1,19760.88,316869.92,35359.98,9625.15,381615.93,15063.08,7314.94,94092.98,255654.57,2681.95,6808.41,381615.93,4081,35514,10,8,3,13030.87,5,6918.97,3,3,38741.69,324064.17,23977.25,7668.87,190.05,247.79,32083.96,3523,35606.96,23640.07,3785.52,220.81,2137.1,6143.43,1001.74,3040.09,4041.83,33825.32,1781.64,1781.64,1782.05,534.5,27,555.97,381.47,77.42,0.42,1782.05,28.05,28.05
Balance Sheet of Union Bank of India,92,14-Mar,2014,630.31,741.31,1459.34,16274.71,17734.05,18475.36,297675.64,29316.62,8313.29,353780.9,18419.68,4653.19,93723.18,229104.43,2608.47,5271.95,353780.9,3871,33806,11,8,3,2563.74,4,5340.25,2,2,32835.71,175164.16,21740.36,7270.45,178.53,160.05,29349.39,2821.54,32170.93,21470.07,3307.77,193.78,1981.21,5482.76,370.79,3151.11,3521.9,30474.73,1696.2,1696.2,1696.61,508.86,17.18,685.5,252.12,44.55,0.41,1696.61,27.99,27.99
Balance Sheet of Indian Overseas Bank,14.65,18-Mar,2018,4890.77,4890.77,0,8383.21,8383.21,13273.98,216831.81,9228.08,8634.24,247968.11,11579.45,14965.54,68645.94,132488.82,2893.43,17394.93,247968.11,3332,27936,9,7,2,38180.15,25,20399.66,15,15,15239.38,58366.45,11960.83,4797.04,483.69,673.65,17915.21,3746.44,21661.65,12447.64,2994.15,272.47,2318.31,5584.93,59.81,12260.79,9928.58,27961.15,-6299.5,-6299.5,-6299.5,0,74.21,0,0,0,-6373.71,-6299.5,-23.25,-23.25
Balance Sheet of Indian Overseas Bank,23.95,17-Mar,2017,2454.73,2454.73,2165.44,9124.38,11289.82,13744.55,211342.63,16097.67,5982.64,247167.49,11499.97,11723.07,71549.19,140458.62,3054.33,8882.31,247167.49,3373,29806,11,8,2,35098.26,22,19749,14,14,14109.56,68326.99,14053.02,5209.48,416.55,39.54,19718.6,3372.64,23091.23,14529.02,3044.67,214.86,1652.48,4912.01,268.55,6565.65,7066.94,26507.97,-3416.74,-3416.74,-6840.32,0,138.62,0,0,0,-6978.95,-6840.32,-15.78,-15.78
Balance Sheet of Indian Overseas Bank,60,16-Mar,2016,1807.27,1807.27,2411.61,11446.94,13858.55,15665.82,224514.24,27183.31,7073.4,274436.76,14033.49,8212.74,79189.55,160860.67,3270.46,8869.84,274436.76,3397,31846,10,8,2,30048.62,17,19212.57,12,12,34982.22,59999.85,16662.31,6483.51,371.47,0,23517.29,2528.26,26045.55,18134.6,3390.4,196.48,1438.62,5025.5,418.53,6613.56,5782.78,28942.88,-2897.33,-2897.33,-3387.17,0,36.42,0,0,0,-3423.59,-3387.17,-19.86,-19.86
Balance Sheet of Indian Overseas Bank,14.65,15-Mar,2015,1235.35,1235.35,1706.53,12699.14,14405.67,15641.02,246048.72,18232.41,5714.83,285636.98,12637.77,12260.77,81310.35,171756.02,2507.06,5165,285636.98,3381,31947,10,7,3,14922.45,8,9813.33,6,6,39815.09,58663.98,17945.58,5469.74,465.84,57.17,23938.33,2138.6,26076.93,18554.38,2649.54,149,1401.67,4200.21,1180.24,3210.91,3776.67,26531.26,-454.33,-454.33,-454.33,0,35.51,0,0,0,-489.84,-454.33,-3.68,-3.68
Balance Sheet of Indian Overseas Bank,14.65,14-Mar,2014,1235.35,1235.35,1813.91,13120.92,14934.82,16170.17,227976.09,24456.04,6302.55,274904.84,11735.1,7273.68,70236.8,175887.77,2604.38,7167.12,274904.84,3265,29716,11,7,3,9020.48,5,5658.12,3,3,34581.7,49698.47,17282.44,4990.2,370.9,40.18,22683.73,2169.34,24853.08,17106.92,2362.61,141.32,1244.99,3748.92,241.3,3154.2,3395.5,24251.34,601.74,601.74,601.74,150.5,63.44,19.61,143.76,24.43,0,601.74,6.05,6.05
Balance Sheet of United Bank of India,11.75,18-Mar,2018,3000,3000,946.84,4714.75,5661.59,8661.59,129326.38,3306.06,3440.98,144748.66,6212.14,14022.18,50401.8,62490.2,1293.09,10329.24,144748.66,2057,14814,8,10,3,16552.11,24,10316.3,16,16,3691.04,7845.03,5060.19,2639.39,304.09,337.95,8341.63,2214.57,10556.2,6848.76,1712.59,120.14,850.64,2683.38,0,3972.75,2478.51,12010.64,-1454.45,-1454.45,-1454.45,0,99.91,0,0,0,-1554.36,-1454.45,-9.65,-9.65
Balance Sheet of United Bank of India,18.2,17-Mar,2017,1394.36,1394.36,901.03,5030.42,5931.46,7325.81,126939.25,2551.75,3818.3,141053.11,6634.46,6381.59,53035.49,66139.3,1181.66,7680.62,141053.11,2053,15836,8,9,2,10951.99,16,6591.85,10,10,7082.23,1610.47,6036.26,3060.08,114.26,217.31,9427.91,2186.62,11614.53,7500.18,1624.18,103.51,833.76,2561.46,0,2467.1,1333.38,11395.02,219.51,219.51,219.51,54.88,98.4,66.23,0,0,0,219.51,1.86,1.86
Balance Sheet of United Bank of India,11.75,12-Feb,2016,839.52,839.52,924.66,4075.01,4999.67,5839.19,116401.28,2912.51,3798.78,129431.75,6070.45,2255.21,44723.38,68060.2,1210.92,7111.59,129431.75,2011,14981,10,8,2,9471.01,13,6110.71,9,9,3728.64,9815.24,6628.44,3038.73,38.44,231.06,9936.67,1467.53,11404.2,7656.11,1097.42,102.76,736.11,1936.29,0,2522.48,2093.75,11686.16,-281.96,-281.96,-281.96,0,18.64,0,0,0,-300.6,-281.96,-3.36,-3.36
Balance Sheet of United Bank of India,11.75,15-Mar,2015,839.52,839.52,594.07,4394.45,4988.52,5828.04,108817.6,4061.73,4320.21,123027.58,5815.6,214.94,46603.11,66763.04,877.41,2753.47,123027.58,2004,15192,11,8,3,6552.51,9,4088.38,6,6,7540.02,1326.83,7040.83,3048.21,90.17,1.27,10180.48,1746.91,11927.39,7649.82,1038.29,105.72,705.62,1849.63,0,1832.69,2171.95,11671.4,255.99,255.99,255.99,64,1.15,190.85,0,0,0,255.99,3.78,3.78
Balance Sheet of United Bank of India,11.75,14-Mar,2014,554.75,1354.75,608.89,3319.01,3927.91,5282.65,111509.71,4460.24,3852.35,125104.95,6269.78,4542.06,44876.34,65767.51,938.73,2710.52,125104.95,2001,16499,11,7,4,7118.01,10,4664.11,7,7,4157.25,8631.79,7816.56,2597.62,141.09,44.03,10599.29,1206.87,11806.16,8036.47,1014.34,69.19,624.42,1707.95,0,3617.96,3275.19,13019.61,-1213.44,-1213.44,-1213.44,0,0,-1213.44,0,0,0,-1213.44,-28.68,-28.68
Balance Sheet of Corporation Bank,29.05,18-Mar,2018,333.11,333.11,663.28,9849.46,10512.74,10845.85,183315.95,22171.08,5558.37,221891.26,11140.15,177.48,70349.76,119868.84,1229.21,19125.82,221891.26,2440,19419,9,7,2,22213.44,17,14077.02,8,8,13893.4,87356.58,11471.21,5164.39,81.7,911.03,17628.33,2313.08,19941.41,12790.11,1592.82,175.34,1432.73,3200.89,16.74,7987.62,8004.36,23995.36,-4053.94,-4053.94,-4053.94,0,0,0,0,0,-3947.13,-4053.94,-35.3,-35.3
Balance Sheet of Corporation Bank,40.8,17-Mar,2017,229.41,229.41,663.28,11819.26,12482.53,12711.95,220559.62,6468.17,8151.32,247891.05,17496.63,7553.32,64072.98,140356.79,1290.01,17121.31,247891.05,2517,19667,11,9,2,17045.22,12,11692.18,8,8,17304.9,81531.24,13277.19,5167.81,33.97,992.5,19471.47,3090.31,22561.78,15020.46,1444.37,161.29,1496.14,3101.79,275.16,3603.16,3878.32,22000.57,561.21,561.21,561.21,140.3,374.79,15,0,0,55.74,561.21,5.17,5.17
Balance Sheet of Corporation Bank,326,16-Mar,2016,204.5,204.5,679.74,10481.64,11161.38,11365.88,205170.84,13112.19,5214.7,234863.62,10087.21,5093.98,63280.63,140322.24,1277.13,14802.41,234863.62,2440,19569,11,8,3,14544.25,10,9160.14,7,7,25905.72,69697.4,14483.05,4208.6,22.08,697.51,19411.24,1735.16,21146.4,15171.78,1373.18,137.81,1368.6,2879.6,0,5026.33,3601.5,21652.88,-506.48,-506.48,-506.48,0,0,0,0,0,-506.48,-506.48,-5.48,-5.48
Balance Sheet of Corporation Bank,29.05,15-Mar,2015,167.54,167.54,0,10316.94,10316.94,10484.48,199345.82,10414.9,5747.82,225993.02,10148.93,2589.97,63412.28,145066.04,526.37,4249.43,225993.02,2298,19210,11,8,3,7106.67,5,4464.98,3,3,24809.92,87755.79,14805.34,4165.83,15.11,570.17,19556.44,1482.46,21038.91,15486.1,1182.22,122.82,1220.32,2525.36,-108.8,2551.99,2443.19,20454.65,584.26,584.26,584.26,146.06,17.32,15,117.28,20.57,0,584.26,6.97,6.97
Balance Sheet of Corporation Bank,29.05,14-Mar,2014,167.54,167.54,0,9917.56,9917.56,10085.11,193393.01,13021.45,5548.91,222048.47,13740.21,498.81,66191.21,137086.3,465.27,4066.67,222048.47,2021,18282,12,8,4,4736.79,3,3180.56,2,2,24217.23,49559.8,13215.97,4242.2,15.73,484.67,17958.57,1647.72,19606.29,14174.88,1190.24,113.24,1088.53,2392.01,-320.03,2797.71,2477.68,19044.57,561.72,561.72,561.72,140.43,23.17,-4.46,113.09,19.22,0,561.72,35.75,35.75
Balance Sheet of Andhra Bank,29.9,18-Mar,2018,1198.83,1198.83,0,9619.45,9619.45,10818.29,208070.48,18269.05,5013.56,242171.37,9911.05,6033.26,64770.3,149064.13,1473.3,10919.34,242171.37,2911,21102,11,7,4,2812436,17,1263687,8,8,14609.25,142963.2,13069.25,4488.43,133.46,283.4,17974.54,2372.06,20346.6,11639.78,1857.79,195.26,1292.73,3345.79,198.84,10821.84,8773.56,23759.13,-3412.53,-3412.53,-3410.99,13.02,0,39.07,0,0,-3463.09,-3410.99,-42.12,-42.12
Balance Sheet of Andhra Bank,57.95,17-Mar,2017,681.16,681.16,0,10685.5,10685.5,11366.66,195441.25,8855.18,6463.05,222126.13,9322.59,8412.55,59697.49,136846.33,1530.7,6316.46,222126.13,2908,19380,12,9,3,17669.98,12,10354.81,8,8,7652.9,111024.14,13597.71,4230.06,109.39,90.26,18027.42,2308.31,20335.72,12495.77,2096.78,151.95,1203.27,3451.99,1026.27,4028.62,4213.62,20161.39,174.33,174.33,269.33,43.6,129.2,0,0,0,1.53,269.33,2.56,2.56
Balance Sheet of Andhra Bank,92.25,16-Mar,2016,681.16,681.16,0,10313.23,10313.23,10994.39,174302.4,9715.59,4949.38,199961.76,8791.01,181.34,53864.19,130787.89,1368.44,4968.88,199961.76,2803,18656,12,9,3,11443.63,8,6035.65,5,5,12045.03,36654.26,13467.43,3875.86,63.8,227.58,17634.68,1564.47,19199.15,12313.71,1734.72,143.71,1047,2925.44,327.17,2955.98,3420.17,18659.31,539.84,539.84,634.83,134.96,0,363.44,34.06,7.37,95,634.83,8.6,8.6
Balance Sheet of Andhra Bank,29.9,15-Mar,2015,602.85,602.85,0,9461.24,9461.24,10064.09,155012.24,15307.22,4786.8,185170.35,7517.4,146.36,46499.43,125954.73,1263.57,3788.85,185170.35,2507,18525,11,8,3,6876.54,5,3688.63,3,3,10569.43,49681.55,12741.82,3508.55,51.57,66.67,16368.6,1499.84,17868.45,11830.57,1697.96,119.97,921.51,2739.44,552.61,2080.24,2660,17230.01,638.44,638.44,694.6,159.61,0,295.32,120.2,24.48,95,694.6,10.82,10.82
Balance Sheet of Andhra Bank,29.9,14-Mar,2014,589.61,589.61,0,8147.84,8147.84,8737.45,141845.12,13185.09,3573.26,167340.93,7912.06,1528.54,45356.62,107644.2,433.93,4465.58,167340.93,2114,18725,11,8,3,5857.6,5,3342.47,3,3,11026.85,34840.56,11113.76,3008.15,74.82,100.58,14297.32,1332.84,15630.16,10559.98,1382.85,89.97,837.11,2309.94,231,2026.51,2324.66,15194.58,435.58,435.58,533.58,108.89,2.64,95,64.86,11.02,56.16,533.58,7.67,7.67
Balance Sheet of Allahabad Bank,46.1,18-Mar,2018,844.04,844.04,2556.92,6867.42,9424.35,10268.39,213603.83,21400.52,5941.58,252714.31,9290.97,12130.92,67714.02,152060.74,3132.09,8385.57,252714.31,3245,23967,9,7,2,26562.8,16,12229.1,8,8,12877.05,212147.24,11028.54,4097.34,968.66,263.96,16358.49,2692.56,19051.05,11626.1,2158.1,143.1,1685.42,3986.63,-595.61,10029.34,8112.69,23725.42,-4674.37,-4674.37,-5290.69,0,0,0,0,0,-5290.69,-5290.69,-59.63,-59.63
Balance Sheet of Allahabad Bank,73.55,17-Mar,2017,743.69,743.69,2600.47,10952.24,13552.71,14296.4,201870.22,14670.32,5782.94,237037.88,8585.8,13469.52,55136.07,150752.7,3191.85,5901.95,237037.88,3246,23944,11,8,3,20687.83,13,13433.51,9,9,15669.83,168085.77,12603.1,4120.12,612.69,324.48,17660.39,2644.33,20304.72,12373.36,2285.94,156.75,1621.91,4064.59,387.99,4470.48,4180.29,20618.24,-313.52,-313.52,-673.6,0,0,0,0,0,-673.6,-673.6,-4.36,-4.36
Balance Sheet of Allahabad Bank,126.6,16-Mar,2016,613.8,613.8,2648.03,10802.21,13450.23,14064.04,200644.4,14807.04,5622.91,235828.38,9471.14,10385.02,55657.92,152372.05,3255.83,4686.42,235828.38,3210,24137,11,8,3,15384.57,10,10292.51,7,7,18794.56,149672.72,14486.39,3989.61,284.94,124,18884.95,1910.13,20795.07,12986.45,2130.88,116.32,1427.52,3674.72,549.5,5253.18,4877.21,21538.38,-743.31,-743.31,-360.08,0,0,0,0,0,-360.08,-360.08,-12.68,-12.68
Balance Sheet of Allahabad Bank,46.1,15-Mar,2015,571.38,571.38,849.06,11222.34,12071.4,12642.78,193424.05,14315.92,6713.73,227096.48,9660.22,7473.45,56478.74,149876.84,1405.41,2201.82,227096.48,3108,24231,10,8,3,8357.96,5,5978.89,4,4,16789.95,102296.79,14965.79,4486.31,202.25,61.77,19716.12,1996.01,21712.13,13538.24,2307.2,99.36,1307.61,3714.17,1296.08,2856.67,3838.81,21091.22,620.9,620.9,983.93,156,25.1,49.5,93.13,18.96,383.23,983.93,11.39,11.39
Balance Sheet of Allahabad Bank,46.1,14-Mar,2014,544.61,544.61,852.12,10404,11256.12,11800.73,190842.81,12130.77,5659.97,220434.28,8834.45,5460.66,63960.53,138006.57,1309.69,2862.38,220434.28,2841,24569,10,8,3,8068.04,6,5721.81,4,4,20159.18,65003.45,13911.82,4562.55,115.67,156.64,18746.68,2165.75,20912.43,13435.36,2245.04,81.82,1129.78,3456.64,416.95,2383.91,2848.41,19740.41,1172.02,1172.02,1401.33,294,3.28,320.74,136.15,23.14,363.02,1401.33,22.89,22.89
Balance Sheet of Syndicate Bank,40.7,18-Mar,2018,1417.27,1417.27,1549.83,11974.71,13524.54,14941.81,272776.11,29613.61,6645.61,323977.14,11684.16,9832.08,80354.23,210683.87,2478.1,8944.69,323977.14,4012,32578,12,9,3,25758.6,12,13239.46,6,6,5491.49,122848.78,15722.83,5199.59,713.14,140.4,21775.95,2805.9,24581.85,15223.93,3604.44,237.78,1651.84,5494.07,-1165.64,8252.33,7086.69,27804.69,-3222.84,-3222.84,-3222.84,0,61.89,-3284.73,0,0,0,-3222.84,-34,-34
Balance Sheet of Syndicate Bank,79.8,17-Mar,2017,904.54,904.54,1595.62,11684.02,13279.64,14184.18,260560.86,17475.52,6852.77,299073.34,13108.95,12123.23,65465.4,199669.35,2454.07,6252.34,299073.34,3933,34989,12,9,3,17609.31,9,10410.98,5,5,5527.9,93278.72,16856.16,5331.08,621.37,195.17,23003.79,3457.39,26461.18,16727.82,3793.95,137.3,1568.89,5500.13,888,3581.27,3874.28,26102.23,358.95,358.95,358.95,89.74,96.37,0,0,0,0,358.95,4.21,4.21
Balance Sheet of Syndicate Bank,127.4,16-Mar,2016,703.37,703.37,1612.36,10022.25,11634.61,12337.98,261735.34,25501.2,7652.92,307967.44,13338.56,15876.83,68621.87,201368.49,2406.91,6354.8,307967.44,3766,32097,11,8,3,13832.16,7,9014.87,4,4,11682.33,75677.58,17318.51,5284.58,593.65,1.04,23197.78,2508.73,25706.51,17213.08,2715.64,199.29,2251.96,5166.88,536.94,4348.1,4970.04,27350,-1643.49,-1643.49,-1643.49,0,48.15,-1691.64,0,0,0,-1643.49,-24.82,-24.82
Balance Sheet of Syndicate Bank,40.7,15-Mar,2015,662.06,662.06,918.48,11478.24,12396.72,13058.78,255388.1,26502.99,8185.39,303135.25,11974.54,11856.81,69339.67,202719.82,1608.36,5636.06,303135.25,3552,29134,11,8,3,6442.38,3,3843.65,2,2,9661.87,127396.34,16120,4889.69,588.7,16.78,21615.16,2109.59,23724.76,16094.87,2229.44,186.57,1206.59,3622.6,307.36,2011.33,2484.36,22201.83,1522.93,1522.93,1522.93,380.73,2,500.32,311.17,63.71,0,1522.93,24.38,24.38
Balance Sheet of Syndicate Bank,40.7,14-Mar,2014,624.58,624.58,946.57,10273.04,11219.61,11844.2,212343.3,19224.51,8449.46,251861.47,12711.99,2295.13,55539.38,173912.41,1468.84,5933.72,251861.47,3251,27222,11,9,3,4611.13,3,2720.6,2,2,8465.4,92185.7,14419.64,3781.39,294.9,124.4,18620.33,1324.88,19945.21,13080.5,2228.62,118.13,955,3301.75,72.99,1919.54,1851.49,18233.75,1711.46,1711.46,1711.46,427.86,1.07,612.82,370.06,31.85,0,1711.46,28.21,28.21
Balance Sheet of Vijaya Bank,49.7,18-Mar,2018,1304.15,1304.15,790.51,8532.54,9323.05,10627.2,157287.54,7299.79,2417.52,177632.05,4303.7,666.54,39511.66,116165.44,1301.48,15683.23,177632.05,2136,16079,14,12,2,7526.09,6,5021.24,4,4,9166.75,15001.06,9027.61,3083.82,2.83,475.59,12589.84,1600.61,14190.45,8286.95,1607.36,102.38,1095.95,2805.7,524.74,2114.59,2370.78,13463.43,727.02,727.02,2001.88,181.76,88.3,0,188.36,0,1463.47,2001.88,6.83,6.83
Balance Sheet of Vijaya Bank,67.95,17-Mar,2017,998.85,998.85,830.47,6322.18,7152.64,8151.49,133011.95,11061.8,2656.34,154881.58,5770.42,160.29,44424.55,94548.89,1318.76,8658.67,154881.58,2031,15679,13,10,3,2443,3,1660,2,2,2281.21,15920.14,8734.8,3359.09,0.44,285.12,12379.46,1651.26,14030.72,8873.02,1747.89,82.81,905.85,2736.55,307.76,1506.67,1670.67,13280.24,750.49,750.49,2087.73,187.62,364.93,0,180.33,0,1274.85,2087.73,7.57,7.57
Balance Sheet of Vijaya Bank,50.1,16-Mar,2016,932.56,932.56,873.86,5598.3,6472.16,7404.72,125440.72,10300.57,2042.72,145408.74,6268.35,351.2,41842.49,88986.96,1288.29,6671.44,145408.74,1863,14544,13,9,3,6027.07,7,4276.82,5,5,22989.1,22989.1,8847.46,2955.22,0.24,280.66,12083.58,873.86,12957.44,9322.74,1246.97,71.49,767.36,2085.82,0,1390.51,1167.07,12575.64,381.8,381.8,1483.98,95.45,51.29,0,0,0,1337.24,1483.98,4.44,4.44
Balance Sheet of Vijaya Bank,49.7,15-Mar,2015,859.12,859.12,236.52,5064.12,5300.64,6159.75,126343.35,7278.19,2861.79,142643.09,6534.29,817.54,44522.1,86695.86,566.64,3506.65,142643.09,1618,13617,11,8,3,2443.21,3,1659.81,2,2,3769.87,12791.24,8608.72,3346.87,3.08,314.86,12273.53,878.96,13152.49,9981.25,1165.55,54.53,692.13,1912.21,12.54,859.13,819.62,12713.08,439.41,439.41,1373.68,109.85,6.54,0,132.57,22.53,1102.19,1373.68,5.11,5.11
